ID	Drinks	Size
45413	None	Fat
45414	None	*
45415	Lots	Thin
45416	None	*
45417	Little	Fat
45418	Little	Thin
45419	Lots	*
45420	*	Thin
45421	*	Thin
45422	*	Thin
45423	*	*
45424	Little	Thin
45425	Lots	*
45426	None	Thin
45427	None	*
45428	None	Fat
45429	Little	Thin
45430	Lots	*
45431	None	Fat
45432	None	Fat
45433	*	Fat
45434	Lots	*
45435	Lots	Thin
45436	None	Fat
45437	None	*
45438	None	Thin
45439	Lots	*
45440	None	Thin
45441	None	Thin
45442	None	Thin
45443	None	*
45444	None	Fat
45445	None	Thin
45446	None	Thin
45447	*	Thin
45448	None	*
45449	Little	Thin
45450	None	*
45451	*	*
45452	Lots	Thin
45453	Lots	Fat
45454	Little	Fat
45455	None	Thin
45456	None	Fat
45457	Little	Thin
45458	Little	Thin
45459	None	*
45460	*	Fat
45461	Lots	*
45462	Little	Fat
45463	*	Thin
45464	Lots	*
45465	None	*
45466	*	*
45467	Little	Fat
45468	None	Thin
45469	None	Fat
45470	Little	Thin
45471	Lots	Thin
45472	None	Thin
45473	None	Thin
45474	Lots	Fat
45475	None	Fat
45476	Little	*
45477	Lots	Fat
45478	None	*
45479	Little	Thin
45480	None	Thin
45481	Little	Thin
45482	Little	Fat
45483	None	Thin
45484	None	Thin
45485	None	Thin
45486	Little	Fat
45487	None	Thin
45488	Lots	Thin
45489	None	Fat
45490	None	Fat
45491	Lots	*
45492	*	Fat
45493	Little	Fat
45494	Lots	Thin
45495	None	Fat
45496	Little	Fat
45497	Lots	Fat
45498	Little	Fat
45499	Little	Thin
45500	Lots	*
45501	*	Fat
45502	None	Fat
45503	Lots	Thin
45504	Little	Thin
45505	Little	Thin
45506	None	*
45507	None	Fat
45508	None	Thin
45509	None	Thin
45510	Little	Fat
45511	None	Thin
45512	Lots	*
45513	Little	Fat
45514	None	Thin
45515	Lots	*
45516	Lots	Fat
45517	*	*
45518	*	Fat
45519	Lots	Thin
45520	Little	Thin
45521	Lots	Fat
45522	None	*
45523	Little	Thin
45524	Little	Fat
45525	Lots	*
45526	None	Fat
45527	Little	Fat
45528	Little	Thin
45529	*	Thin
45530	Lots	Fat
45531	None	Fat
45532	*	Fat
45533	None	Fat
45534	None	Fat
45535	None	Thin
45536	Lots	Thin
45537	*	Thin
45538	None	Thin
45539	*	Thin
45540	Little	Thin
45541	*	Fat
45542	*	Thin
45543	None	*
45544	None	Thin
45545	None	Fat
45546	Lots	Fat
45547	Lots	Fat
45548	None	Fat
45549	Lots	Fat
45550	Little	Thin
45551	Little	Fat
45552	None	Fat
45553	None	Fat
45554	Little	Thin
45555	None	Thin
45556	*	*
45557	Lots	*
45558	Little	*
45559	Lots	Fat
45560	Lots	Thin
45561	*	*
45562	None	Thin
45563	Little	*
45564	None	Fat
45565	*	*
45566	Little	*
45567	*	Fat
45568	Little	Fat
45569	Little	*
45570	None	*
45571	Lots	Fat
45572	*	Thin
45573	Lots	Thin
45574	None	Thin
45575	None	Thin
45576	None	*
45577	Lots	*
45578	Lots	Fat
45579	Lots	Thin
45580	Lots	Thin
45581	Little	Thin
45582	None	Fat
45583	Lots	Fat
45584	None	Thin
45585	*	Thin
45586	Little	*
45587	Little	Fat
45588	Lots	Thin
45589	None	Fat
45590	None	Thin
45591	Lots	Fat
45592	*	Fat
45593	None	Thin
45594	None	Fat
45595	None	Thin
45596	None	*
45597	Little	Thin
45598	*	*
45599	Lots	Thin
45600	None	*
45601	*	Thin
45602	Little	*
45603	Little	*
45604	Little	*
45605	None	Thin
45606	Lots	Thin
45607	Little	Fat
45608	Little	*
45609	None	Thin
45610	*	Fat
45611	*	Fat
45612	None	Thin
45613	Little	Thin
45614	Little	*
45615	*	Fat
45616	Lots	Thin
45617	*	Fat
45618	*	Thin
45619	*	Thin
45620	None	Thin
45621	None	Thin
45622	*	*
45623	Little	Thin
45624	None	Fat
45625	Little	Fat
45626	None	Fat
45627	Little	Fat
45628	None	Thin
45629	None	Thin
45630	None	Fat
45631	*	Thin
45632	Lots	Fat
45633	Little	Thin
45634	Lots	*
45635	Little	Fat
45636	None	Thin
45637	*	*
45638	None	Thin
45639	Little	Thin
45640	*	Thin
45641	None	Thin
45642	Lots	Thin
45643	Lots	Thin
45644	Lots	*
45645	None	*
45646	*	*
45647	*	*
45648	Lots	Thin
45649	*	Thin
45650	Lots	Fat
45651	Lots	Thin
45652	Lots	Thin
45653	Little	*
45654	*	Thin
45655	*	Thin
45656	Little	Fat
45657	None	Fat
45658	None	Fat
45659	Lots	*
45660	Lots	Thin
45661	None	Thin
45662	Lots	Thin
45663	*	*
45664	None	Fat
45665	Little	Fat
45666	*	Thin
45667	Lots	Fat
45668	None	Thin
45669	Little	Thin
45670	Little	*
45671	None	Fat
45672	Lots	Thin
45673	None	Thin
45674	*	Thin
45675	Lots	Thin
45676	None	Thin
45677	None	Thin
45678	Little	Fat
45679	*	*
45680	None	*
45681	Lots	Thin
45682	None	Thin
45683	None	Fat
45684	None	Fat
45685	Little	Thin
45686	Little	Thin
45687	*	Thin
45688	None	Fat
45689	*	Fat
45690	Lots	Thin
45691	Little	*
45692	Little	Fat
45693	Lots	Fat
45694	*	Thin
45695	Little	Fat
45696	None	Fat
45697	Lots	Thin
45698	Lots	Thin
45699	Little	Thin
45700	Little	Thin
45701	*	Thin
45702	Little	Fat
45703	Little	Fat
45704	None	Thin
45705	None	Fat
45706	Lots	Fat
45707	*	Thin
45708	None	Thin
45709	None	Fat
45710	*	Thin
45711	Lots	Thin
45712	*	Fat
45713	Lots	Fat
45714	None	Fat
45715	None	Thin
45716	Little	Thin
45717	Lots	Thin
45718	Little	Fat
45719	Little	*
45720	None	Thin
45721	None	Thin
45722	Little	Thin
45723	Little	*
45724	*	Thin
45725	Little	Thin
45726	None	Thin
45727	None	*
45728	None	Fat
45729	*	Fat
45730	None	Thin
45731	Lots	Fat
45732	None	Fat
45733	Little	Thin
45734	None	Thin
45735	Little	Fat
45736	Little	Fat
45737	*	Fat
45738	None	Thin
45739	None	Fat
45740	Little	Fat
45741	None	*
45742	*	Fat
45743	Little	Thin
45744	Lots	Thin
45745	*	Thin
45746	*	Fat
45747	Little	Fat
45748	None	Thin
45749	*	Thin
45750	Little	Thin
45751	None	Thin
45752	Lots	Thin
45753	None	Thin
45754	Little	Fat
45755	*	Thin
45756	Little	Thin
45757	Lots	*
45758	*	Fat
45759	None	Fat
45760	None	Fat
45761	*	Thin
45762	Lots	Thin
45763	*	*
45764	Lots	Thin
45765	Little	*
45766	Lots	Thin
45767	None	Fat
45768	*	Thin
45769	Lots	Fat
45770	None	Fat
45771	Lots	Fat
45772	None	*
45773	Little	*
45774	Lots	Thin
45775	*	*
45776	None	Thin
45777	*	Fat
45778	Lots	Fat
45779	Little	Thin
45780	Little	Fat
45781	None	Thin
45782	None	Thin
45783	None	Thin
45784	None	*
45785	None	Fat
45786	*	Fat
45787	*	Fat
45788	None	Fat
45789	*	Fat
45790	None	*
45791	Little	Fat
45792	Lots	Thin
45793	None	Thin
45794	Lots	Fat
45795	Little	Thin
45796	*	Fat
45797	*	Fat
45798	Little	Thin
45799	Little	Fat
45800	None	*
45801	None	Thin
45802	Lots	*
45803	Lots	Thin
45804	None	Fat
45805	None	Thin
45806	Lots	Fat
45807	Little	Fat
45808	*	Fat
45809	Lots	*
45810	None	Fat
45811	Lots	Thin
45812	Lots	Thin
45813	*	Thin
45814	None	Thin
45815	None	Fat
45816	Lots	Thin
45817	None	Fat
45818	Lots	Thin
45819	None	Fat
45820	None	Thin
45821	*	Thin
45822	None	Thin
45823	Lots	Fat
45824	Lots	Thin
45825	None	Thin
45826	Little	*
45827	None	Fat
45828	None	Fat
45829	Lots	Thin
45830	None	Fat
45831	*	*
45832	*	Fat
45833	None	Thin
45834	*	Fat
45835	Lots	Thin
45836	Little	*
45837	*	Thin
45838	*	Fat
45839	None	Thin
45840	*	Thin
45841	None	Fat
45842	*	Thin
45843	*	*
45844	None	Fat
45845	None	Fat
45846	Lots	*
45847	None	Fat
45848	None	Fat
45849	Little	Thin
45850	Lots	Thin
45851	Lots	Fat
45852	None	Thin
45853	None	Fat
45854	Little	*
45855	Lots	Thin
45856	None	Fat
45857	*	Thin
45858	Little	Fat
45859	Little	Fat
45860	*	Thin
45861	None	Fat
45862	Little	Thin
45863	None	Thin
45864	Lots	Thin
45865	*	Thin
45866	Lots	Thin
45867	Little	*
45868	Lots	Thin
45869	Little	Thin
45870	Lots	*
45871	*	Thin
45872	None	Thin
45873	None	Thin
45874	Lots	*
45875	Little	Thin
45876	Lots	Fat
45877	Lots	Thin
45878	Little	Thin
45879	None	Fat
45880	Lots	Thin
45881	Lots	Thin
45882	*	Fat
45883	*	*
45884	None	Thin
45885	Lots	Thin
45886	*	Thin
45887	Lots	*
45888	*	Fat
45889	*	Thin
45890	None	Fat
45891	Lots	*
45892	None	Fat
45893	Lots	Thin
45894	None	Thin
45895	*	Fat
45896	Little	Fat
45897	None	Thin
45898	*	Fat
45899	*	Thin
45900	None	Thin
45901	Little	*
45902	None	Fat
45903	Lots	Thin
45904	*	*
45905	None	Thin
45906	None	Thin
45907	Lots	Thin
45908	None	Thin
45909	*	Fat
45910	*	Thin
45911	Lots	Thin
45912	Little	Thin
45913	*	Thin
45914	None	Thin
45915	None	*
45916	None	Thin
45917	Little	Thin
45918	Little	*
45919	Little	Fat
45920	Lots	Fat
45921	*	Thin
45922	*	Fat
45923	Little	Fat
45924	*	Thin
45925	*	Thin
45926	Little	Fat
45927	None	*
45928	*	Fat
45929	Little	Fat
45930	None	Thin
45931	Lots	*
45932	*	Thin
45933	Lots	Thin
45934	Little	*
45935	Lots	*
45936	*	Fat
45937	*	Thin
45938	*	Thin
45939	*	Fat
45940	None	Fat
45941	Lots	Thin
45942	None	Thin
45943	*	Thin
45944	Lots	Thin
45945	None	Fat
45946	*	Thin
45947	Lots	Fat
45948	Little	Fat
45949	*	Thin
45950	None	Fat
45951	None	Fat
45952	Little	*
45953	Little	*
45954	Lots	Thin
45955	None	Fat
45956	Little	Fat
45957	None	Thin
45958	Lots	*
45959	None	Fat
45960	*	Thin
45961	*	Fat
45962	None	Thin
45963	Little	Thin
45964	*	*
45965	*	Thin
45966	*	Thin
45967	None	Thin
45968	*	Thin
45969	Lots	Thin
45970	Lots	Fat
45971	Lots	Thin
45972	None	Thin
45973	*	Fat
45974	Lots	Fat
45975	None	Thin
45976	Lots	Thin
45977	None	Thin
45978	Little	Thin
45979	Lots	Fat
45980	None	Thin
45981	Lots	Thin
45982	Lots	*
45983	*	Thin
45984	Little	Fat
45985	*	*
45986	*	Thin
45987	Lots	*
45988	Lots	Thin
45989	None	*
45990	None	*
45991	*	Fat
45992	Lots	*
45993	Lots	Thin
45994	Lots	*
45995	Little	*
45996	Lots	*
45997	Lots	Fat
45998	Lots	Thin
45999	*	Thin
46000	Lots	*
46001	Lots	Thin
46002	None	*
46003	None	Thin
46004	None	*
46005	Little	Fat
46006	Lots	Thin
46007	*	Fat
46008	None	Thin
46009	Little	Thin
46010	Lots	*
46011	*	*
46012	*	Thin
46013	None	Thin
46014	None	Fat
46015	Lots	Thin
46016	None	Thin
46017	Little	Thin
46018	Little	Fat
46019	None	*
46020	*	*
46021	Lots	Thin
46022	Little	*
46023	Lots	Thin
46024	None	Thin
46025	Little	Fat
46026	Lots	Fat
46027	None	*
46028	None	Fat
46029	Little	Thin
46030	*	Thin
46031	Lots	Thin
46032	Lots	Thin
46033	None	Fat
46034	Lots	Thin
46035	*	Fat
46036	None	*
46037	Little	Fat
46038	None	*
46039	None	Fat
46040	None	Thin
46041	*	Fat
46042	None	Fat
46043	*	Thin
46044	Lots	*
46045	Little	Fat
46046	Lots	*
46047	*	Fat
46048	None	Thin
46049	None	Thin
46050	Little	Thin
46051	Little	Thin
46052	None	Thin
46053	Lots	Thin
46054	Little	Fat
46055	Little	Fat
46056	Little	*
46057	Little	Fat
46058	None	Fat
46059	Lots	Fat
46060	*	Fat
46061	Little	Fat
46062	None	Thin
46063	Little	Thin
46064	None	Thin
46065	*	Fat
46066	Lots	Thin
46067	None	Thin
46068	Little	*
46069	Little	Fat
46070	None	Fat
46071	None	Fat
46072	None	Fat
46073	*	Fat
46074	Lots	Thin
46075	None	Thin
46076	Lots	Thin
46077	None	Thin
46078	Lots	Fat
46079	None	*
46080	Lots	Fat
46081	Lots	Fat
46082	Little	Thin
46083	*	Fat
46084	Lots	Thin
46085	None	Thin
46086	Little	Fat
46087	*	Thin
46088	Lots	Fat
46089	Lots	Thin
46090	Lots	Thin
46091	*	Fat
46092	Little	*
46093	Little	Fat
46094	None	Fat
46095	Lots	*
46096	None	Thin
46097	Little	Thin
46098	Lots	Fat
46099	*	Thin
46100	None	Fat
46101	None	Fat
46102	*	*
46103	None	Fat
46104	None	Fat
46105	None	Thin
46106	*	Fat
46107	Lots	*
46108	Little	Thin
46109	Little	Fat
46110	Lots	Thin
46111	Little	*
46112	Little	Thin
46113	Lots	*
46114	None	Thin
46115	None	Fat
46116	*	*
46117	None	Fat
46118	Lots	Thin
46119	None	Fat
46120	Little	Fat
46121	None	Thin
46122	None	*
46123	Lots	Fat
46124	Little	*
46125	Little	Fat
46126	*	Thin
46127	None	Thin
46128	Little	Thin
46129	Little	Fat
46130	None	Thin
46131	*	*
46132	None	Thin
46133	Little	Fat
46134	None	Thin
46135	None	Fat
46136	*	Fat
46137	*	*
46138	Little	Fat
46139	Lots	*
46140	None	Fat
46141	*	*
46142	*	Thin
46143	Little	Fat
46144	Lots	Thin
46145	Little	Fat
46146	Little	Thin
46147	Little	Fat
46148	Little	Thin
46149	None	Thin
46150	Lots	Thin
46151	Lots	Fat
46152	None	Thin
46153	Little	Fat
46154	Little	Thin
46155	None	*
46156	Lots	Thin
46157	None	Fat
46158	Lots	Thin
46159	None	Fat
46160	Little	Fat
46161	None	Fat
46162	None	*
46163	*	Thin
46164	*	Thin
46165	*	Thin
46166	None	Thin
46167	Little	Fat
46168	*	*
46169	None	Fat
46170	None	Thin
46171	*	*
46172	*	Fat
46173	None	Thin
46174	*	*
46175	*	Fat
46176	Lots	Fat
46177	Lots	Thin
46178	Lots	Fat
46179	*	Thin
46180	Lots	Thin
46181	Lots	Thin
46182	None	*
46183	None	*
46184	None	*
46185	Little	Thin
46186	*	Fat
46187	Lots	Fat
46188	Lots	Fat
46189	Lots	*
46190	Lots	Thin
46191	Lots	Fat
46192	None	Thin
46193	Little	*
46194	*	Thin
46195	*	Thin
46196	Lots	Fat
46197	None	Thin
46198	Little	Thin
46199	*	Thin
46200	None	*
46201	None	Thin
46202	*	Fat
46203	None	Thin
46204	Lots	*
46205	None	Thin
46206	Lots	Fat
46207	Lots	Thin
46208	Lots	Thin
46209	None	*
46210	Little	Thin
46211	None	Thin
46212	None	Thin
46213	None	Thin
46214	*	*
46215	Lots	Fat
46216	Lots	Thin
46217	*	Fat
46218	Lots	Thin
46219	Lots	Thin
46220	*	Fat
46221	Lots	*
46222	Little	Fat
46223	*	Thin
46224	None	Thin
46225	None	Fat
46226	Lots	Fat
46227	Little	Thin
46228	Lots	Thin
46229	*	Fat
46230	None	Thin
46231	None	Thin
46232	Little	Thin
46233	*	Fat
46234	None	Thin
46235	None	Fat
46236	Little	Thin
46237	*	Fat
46238	Lots	Fat
46239	None	Thin
46240	None	*
46241	None	Fat
46242	Little	*
46243	Little	Thin
46244	None	*
46245	None	Thin
46246	None	Fat
46247	None	Thin
46248	Little	*
46249	Little	*
46250	Little	Thin
46251	*	Thin
46252	None	Thin
46253	None	Thin
46254	None	Fat
46255	None	*
46256	None	Fat
46257	Little	Thin
46258	*	Thin
46259	Lots	Thin
46260	None	Thin
46261	Little	Thin
46262	None	Fat
46263	None	Fat
46264	*	Thin
46265	*	Fat
46266	None	Thin
46267	Little	Thin
46268	Lots	Thin
46269	*	Fat
46270	Little	*
46271	Little	Fat
46272	Lots	Thin
46273	Little	*
46274	None	Thin
46275	*	Thin
46276	None	Fat
46277	*	Fat
46278	Little	Thin
46279	None	Fat
46280	None	*
46281	Lots	Thin
46282	None	Thin
46283	Little	Fat
46284	None	Fat
46285	None	Thin
46286	Little	Fat
46287	Little	Fat
46288	*	Fat
46289	Little	*
46290	Lots	Thin
46291	None	Thin
46292	Lots	Fat
46293	*	Fat
46294	Little	*
46295	Little	Fat
46296	Lots	Thin
46297	*	Fat
46298	Little	Thin
46299	None	*
46300	None	Fat
46301	Little	Thin
46302	None	Fat
46303	None	Fat
46304	Little	Thin
46305	None	Thin
46306	Little	*
46307	*	Thin
46308	Lots	Fat
46309	*	Thin
46310	None	Thin
46311	Little	Fat
46312	Lots	*
46313	*	Thin
46314	*	Fat
46315	*	Thin
46316	Lots	Thin
46317	Little	*
46318	Lots	Fat
46319	Lots	Fat
46320	*	Thin
46321	None	Thin
46322	Lots	Fat
46323	Little	Thin
46324	None	Thin
46325	Lots	Thin
46326	Lots	*
46327	Little	Fat
46328	Little	Fat
46329	Lots	Thin
46330	None	Fat
46331	None	*
46332	Lots	Thin
46333	Little	Thin
46334	None	*
46335	Little	Fat
46336	*	Thin
46337	None	Thin
46338	None	Fat
46339	Little	Fat
46340	*	Thin
46341	Little	Fat
46342	*	Thin
46343	*	Fat
46344	Lots	*
46345	*	Fat
46346	Lots	Thin
46347	*	Thin
46348	None	*
46349	None	Fat
46350	Lots	Thin
46351	Little	Fat
46352	*	Thin
46353	Little	Fat
46354	Lots	Thin
46355	Little	Thin
46356	Lots	Thin
46357	None	Thin
46358	None	Thin
46359	*	*
46360	Little	Fat
46361	Little	Thin
46362	Little	Thin
46363	None	Thin
46364	None	*
46365	Little	Fat
46366	Little	*
46367	Little	Thin
46368	Lots	*
46369	Little	Thin
46370	Lots	Thin
46371	*	Thin
46372	Lots	Thin
46373	None	*
46374	*	*
46375	None	*
46376	Little	Fat
46377	Lots	Thin
46378	Lots	Thin
46379	*	*
46380	Little	*
46381	Lots	Thin
46382	*	Fat
46383	None	Fat
46384	Little	Fat
46385	*	Fat
46386	None	*
46387	Lots	Fat
46388	Little	Thin
46389	Little	*
46390	Lots	Fat
46391	*	Thin
46392	*	Thin
46393	*	Thin
46394	Little	Fat
46395	None	Fat
46396	Lots	Fat
46397	*	Thin
46398	Little	Thin
46399	None	Thin
46400	None	Fat
46401	Little	Fat
46402	Lots	Thin
46403	Little	Thin
46404	Lots	Thin
46405	None	*
46406	Lots	Fat
46407	Little	*
46408	Lots	Thin
46409	Lots	Fat
46410	*	*
46411	*	Thin
46412	Lots	*
46413	*	Fat
46414	*	Thin
46415	Little	Fat
46416	Lots	Fat
46417	Lots	Fat
46418	None	Thin
46419	Little	Fat
46420	None	Thin
46421	*	Fat
46422	Little	Fat
46423	Lots	Thin
46424	None	Thin
46425	Lots	Thin
46426	None	Thin
46427	*	Fat
46428	*	Thin
46429	Lots	Thin
46430	None	*
46431	Lots	Thin
46432	None	Fat
46433	Lots	Thin
46434	*	Fat
46435	Lots	*
46436	*	Fat
46437	Little	Thin
46438	Lots	Thin
46439	*	Thin
46440	Little	Fat
46441	Little	Fat
46442	Lots	Thin
46443	None	*
46444	Little	Fat
46445	None	Fat
46446	Little	Thin
46447	Little	Thin
46448	Little	Thin
46449	*	Thin
46450	None	*
46451	None	*
46452	Little	Thin
46453	Lots	Thin
46454	None	Fat
46455	Little	Thin
46456	None	*
46457	Little	Thin
46458	Lots	Fat
46459	None	Thin
46460	Little	Fat
46461	Little	Fat
46462	Little	Thin
46463	None	Thin
46464	Lots	Thin
46465	Little	Thin
46466	*	Fat
46467	*	Fat
46468	Lots	*
46469	Lots	Fat
46470	None	Fat
46471	None	*
46472	Little	Thin
46473	Lots	Thin
46474	*	Fat
46475	Lots	Thin
46476	Lots	Thin
46477	None	*
46478	Little	Fat
46479	None	Fat
46480	None	Fat
46481	Lots	*
46482	None	Thin
46483	Lots	*
46484	Lots	Fat
46485	Little	Fat
46486	*	Thin
46487	Little	*
46488	*	Thin
46489	Lots	Thin
46490	None	*
46491	*	Thin
46492	None	*
46493	None	Fat
46494	*	Fat
46495	*	Fat
46496	None	Fat
46497	Lots	Thin
46498	Lots	Fat
46499	Lots	*
46500	None	Thin
46501	*	Thin
46502	Lots	Fat
46503	Little	Fat
46504	None	*
46505	Little	Thin
46506	*	*
46507	None	Thin
46508	Lots	Thin
46509	None	Thin
46510	*	Fat
46511	Little	*
46512	Lots	*
46513	None	*
46514	*	Thin
46515	None	Fat
46516	Lots	Fat
46517	*	Thin
46518	*	*
46519	*	Thin
46520	Little	Thin
46521	Lots	*
46522	*	Thin
46523	Lots	Thin
46524	Lots	*
46525	None	*
46526	None	Thin
46527	None	*
46528	None	Thin
46529	Lots	Fat
46530	None	Thin
46531	Lots	Thin
46532	Lots	Thin
46533	*	*
46534	Lots	Fat
46535	None	Thin
46536	Lots	Thin
46537	*	Fat
46538	Little	Fat
46539	*	*
46540	Little	*
46541	None	Fat
46542	None	*
46543	Little	Thin
46544	None	Thin
46545	*	*
46546	None	Thin
46547	*	Thin
46548	None	*
46549	Lots	Thin
46550	Little	Fat
46551	None	*
46552	Little	*
46553	Little	Fat
46554	Little	Thin
46555	*	Thin
46556	None	Thin
46557	*	Fat
46558	Lots	*
46559	None	Fat
46560	Little	*
46561	Little	Fat
46562	Little	Fat
46563	Little	Thin
46564	Lots	Fat
46565	Lots	Thin
46566	Little	Thin
46567	None	Fat
46568	None	Thin
46569	*	Fat
46570	*	Thin
46571	*	Thin
46572	*	Fat
46573	None	Fat
46574	Lots	Fat
46575	*	Thin
46576	*	Fat
46577	Little	*
46578	*	*
46579	Little	Fat
46580	Lots	Thin
46581	None	Fat
46582	None	*
46583	None	Fat
46584	*	*
46585	None	Thin
46586	None	Fat
46587	None	Fat
46588	Little	Thin
46589	Little	*
46590	None	Thin
46591	None	Thin
46592	Lots	Thin
46593	Little	Fat
46594	Lots	Thin
46595	*	Fat
46596	Lots	Fat
46597	None	Fat
46598	Lots	Thin
46599	*	Fat
46600	Lots	Thin
46601	Little	Fat
46602	*	Fat
46603	*	Thin
46604	*	*
46605	None	Thin
46606	Lots	Thin
46607	Lots	Thin
46608	Lots	*
46609	*	Fat
46610	Lots	Thin
46611	*	Fat
46612	Little	Thin
46613	Lots	Thin
46614	None	Thin
46615	None	Fat
46616	Lots	Fat
46617	None	Thin
46618	Little	Thin
46619	None	Fat
46620	Lots	Thin
46621	None	Thin
46622	Lots	Thin
46623	Little	Fat
46624	*	Fat
46625	None	Fat
46626	None	Thin
46627	*	Thin
46628	Little	Fat
46629	Lots	Fat
46630	*	Thin
46631	Lots	Fat
46632	Lots	Fat
46633	Lots	*
46634	Lots	*
46635	None	Fat
46636	None	Thin
46637	*	Thin
46638	Little	Fat
46639	Little	Thin
46640	Lots	Thin
46641	None	Thin
46642	*	Thin
46643	Little	Fat
46644	*	*
46645	None	Thin
46646	Lots	Fat
46647	None	Thin
46648	Lots	Fat
46649	*	Thin
46650	Little	*
46651	None	*
46652	None	Thin
46653	*	Fat
46654	Little	Fat
46655	Lots	Thin
46656	*	Thin
46657	*	Fat
46658	None	Fat
46659	*	Thin
46660	None	Fat
46661	Lots	Fat
46662	None	Thin
46663	Lots	Fat
46664	None	*
46665	*	Fat
46666	None	Thin
46667	Lots	Thin
46668	None	Fat
46669	None	*
46670	*	Thin
46671	*	Fat
46672	Little	*
46673	*	Thin
46674	None	Fat
46675	*	Fat
46676	*	Fat
46677	Lots	Thin
46678	None	Thin
46679	None	Thin
46680	None	Fat
46681	Lots	Fat
46682	Lots	Thin
46683	None	Thin
46684	Little	Fat
46685	*	Fat
46686	Little	Thin
46687	Lots	Thin
46688	None	Fat
46689	None	Thin
46690	Lots	Thin
46691	Little	Thin
46692	None	Fat
46693	Little	*
46694	*	Fat
46695	None	*
46696	Little	Fat
46697	Lots	Fat
46698	Lots	Thin
46699	None	Fat
46700	None	Fat
46701	Lots	Thin
46702	*	Thin
46703	Lots	Thin
46704	Little	*
46705	None	Thin
46706	None	*
46707	Little	Thin
46708	Lots	Thin
46709	None	Thin
46710	Little	*
46711	Lots	*
46712	Little	*
46713	Lots	Thin
46714	None	Thin
46715	None	Thin
46716	None	*
46717	*	Thin
46718	Little	Thin
46719	*	Fat
46720	None	Thin
46721	Lots	Thin
46722	Little	*
46723	*	Thin
46724	Little	Thin
46725	Lots	*
46726	*	Thin
46727	*	Thin
46728	Little	*
46729	None	Fat
46730	None	Thin
46731	None	*
46732	None	Fat
46733	Little	*
46734	*	Thin
46735	Little	Thin
46736	None	Thin
46737	*	*
46738	Little	Fat
46739	Little	Fat
46740	*	Thin
46741	Little	*
46742	Lots	Thin
46743	Lots	Fat
46744	*	*
46745	*	Thin
46746	Little	*
46747	*	Thin
46748	*	Thin
46749	Little	Fat
46750	Lots	Thin
46751	None	Thin
46752	Lots	Thin
46753	Little	*
46754	Lots	*
46755	None	Thin
46756	None	Fat
46757	Lots	Fat
46758	None	Fat
46759	Lots	Thin
46760	None	Fat
46761	None	Thin
46762	Lots	Thin
46763	Little	Thin
46764	*	*
46765	Little	Fat
46766	None	Fat
46767	*	Fat
46768	Little	Fat
46769	Lots	Thin
46770	None	Fat
46771	*	Thin
46772	Lots	Fat
46773	*	Fat
46774	None	Thin
46775	None	Thin
46776	Little	Fat
46777	Little	Thin
46778	Lots	Fat
46779	None	Fat
46780	*	Thin
46781	Lots	Fat
46782	Lots	Thin
46783	None	*
46784	*	Thin
46785	None	Fat
46786	Little	Fat
46787	*	Fat
46788	Little	Fat
46789	None	Fat
46790	Lots	Fat
46791	*	*
46792	None	Thin
46793	None	Thin
46794	*	Thin
46795	*	Thin
46796	None	Fat
46797	None	*
46798	Little	Fat
46799	None	Fat
46800	None	Thin
46801	Lots	Fat
46802	Little	*
46803	Lots	Thin
46804	Lots	*
46805	Little	Fat
46806	Little	Fat
46807	Lots	Fat
46808	*	Thin
46809	*	Fat
46810	None	*
46811	*	Thin
46812	None	Thin
46813	Lots	Thin
46814	*	Thin
46815	Lots	Thin
46816	Lots	Fat
46817	Little	Thin
46818	Lots	Thin
46819	Little	*
46820	*	Fat
46821	*	Thin
46822	None	*
46823	None	Thin
46824	Little	Thin
46825	None	*
46826	None	Thin
46827	None	Thin
46828	Little	Fat
46829	Lots	*
46830	None	Fat
46831	None	*
46832	None	Fat
46833	Lots	*
46834	*	Fat
46835	Little	Fat
46836	Little	*
46837	Lots	Fat
46838	None	Fat
46839	Little	Thin
46840	Lots	Thin
46841	None	Thin
46842	None	Thin
46843	Little	Thin
46844	None	*
46845	Lots	Thin
46846	*	Thin
46847	Little	*
46848	None	*
46849	None	Thin
46850	*	Thin
46851	Lots	*
46852	None	Fat
46853	None	Thin
46854	Lots	Fat
46855	Lots	Thin
46856	None	*
46857	None	*
46858	Lots	*
46859	None	Thin
46860	*	Fat
46861	Little	*
46862	*	Thin
46863	Lots	Thin
46864	None	*
46865	Lots	Fat
46866	None	Thin
46867	Lots	*
46868	None	*
46869	None	Thin
46870	None	*
46871	Lots	Thin
46872	Lots	Thin
46873	*	Thin
46874	Lots	Thin
46875	Lots	*
46876	Lots	Thin
46877	Little	Thin
46878	Little	Thin
46879	*	Thin
46880	Lots	Thin
46881	None	Thin
46882	Little	Fat
46883	Lots	Fat
46884	Lots	Fat
46885	None	*
46886	None	Thin
46887	*	*
46888	Little	Thin
46889	None	Thin
46890	Lots	*
46891	Little	Fat
46892	None	Thin
46893	None	Fat
46894	None	Thin
46895	Lots	Thin
46896	Lots	Thin
46897	Lots	Fat
46898	Lots	Thin
46899	*	Fat
46900	*	Thin
46901	Lots	Thin
46902	Little	Fat
46903	*	Fat
46904	Little	Thin
46905	None	*
46906	Lots	Thin
46907	Lots	Thin
46908	Little	Fat
46909	None	Fat
46910	Little	Fat
46911	*	Thin
46912	None	Thin
