class stalk_root stalk_surface_below_ring population gill_attachment cap_shape cap_surface gill_color spore_print_color bruises habitat stalk_color_above_ring ring_type cap_color odor gill_spacing gill_size stalk_shape ring_number stalk_color_below_ring veil_type
m e s n l e b b p y s s o s t f c n w w w
g t f n n e x b p g s s o f t f w n w w w
d t s n n e x b p n y s o f t f c p w g p
g e k h f p x b l g v k o y f f c p w n b
g t s k n e b b p w s s o f f f w b w w w
g t f k n e f b e g s f o f f f w p w w w
d t s k n e x b p n v s o y t f c n w w p
p e k h f p x b l g v k o y f f c g w p b
d t s n n e f b p n v s o f t f c w w w g
p e k h f p f b l g y k o f f f c h w p n
g e s n a e f b p y n s o s t f c p w w w
d t s k n e x b p n y s o y t f c p w w w
l t k w f p x n e e v s o s f f c b w p w
p e k h f p x b l y v k o f f f c p w n p
g t f n n e f b p w a f o f t f w b w w w
d e k h f p x b l y v k o y f f c p w b p
g t f n n e f b e g s s o s f f w k w w w
g t s n n e f b e n s s o f f f w p w w w
d t s n n e f b p n v s o f t f c p w w w
g t f k n e f b e w s s o s f f w h w w w
g t s k n e x b e g n s o f f f w p w w w
d t s n n e f b p n v s o f t f c n w p p
g t f n n e x b e w a s o s f f w k w w w
g e s w n e k b e n a f t g t f w o w w w
d t s n n e x b p g y s o f t f c w w w w
d e s k c p f n p w s s o s f f w g w w w
d t s u a e x n p y v s o f t f w n w g w
d t s w y p x n e n v s o y f f c b w w w
m e s k a e x b p w n s o y t f c n w w w
d t s n n e x b p n v s o f t f c u w p p
p e k h f p x b l g y k o f f f c h w n p
w e s w n e f b e n c s t y t f c e w w w
p t k w s p x n e e v s o s f f c b w n p
p t s w y p f n e n v k t f f f c g w w w
g e s k a e f b p y n s o s t f c n w w b
d t s n n e x b p g y s o f t f c n w w w
d t s k n e x b p g y s o f t f c p w g p
l t s w s p f n e e v k o y f f c b w p p
d t s w s p k n e n v s o y f f c b w w w
d e k h f p f b l g v k o y f f c p w w b
d t s n n e x b p e y s o y t f c u w g g
d t s k n e f b p n v s o y t f c u w w p
d t s n n e x b p n v s o y t f c p w w p
d t s n n e x b p g v s o f t f c p w w w
g e k h f p x b l g v k o f f f c p w b p
p t k w s p f n e n v s o s f f c b w w p
l t k w s p x n e e v k o s f f c b w p w
d t s n n e x b p e v s o y t f c w w g g
g e s k l e x b p n s s o s t f c w w w w
p e k h f p x b l y v k o y f f c g w p b
g e s k l e b b p y s s o y t f c n w w w
g e k h f p f b l g v k o y f f c p w n n
g t f n n e b b p g n s o f f f w h w w w
d t s n n e f b p e v s o y t f c w w w p
g t f k n e f b e w s s o f f f w n w w w
d t s k n e x b p g y s o y t f c u w p w
l t k w s p f n e n v s o y f f c b w p w
p t s w s p k n e e v s o y f f c b w w p
m e s n a e b b p w n s o s t f c g w w w
d t k w f p x n e e v k o s f f c b w b w
d e s h f p x b l y y y o s f f w r w w b
d t k w y p f n e n v s o y f f c b w n p
d e s n c p f n p w s s o s f f w u w w w
d e k h f p x b l y y k o y f f c h w p p
d t s u a e x n p y v s o s t f w u w g w
d t s n n e f b p n y s o f t f c p w p g
d e k h f p x b l g v k o f f f c g w p p
d t s n n e f b p e v s o y t f c u w g w
g e s k a e x b p w n s o s t f c h w w w
g e k h f p f b l y y k o f f f c g w b b
g e k h f p x b p w y y o s t f c g w p w
g t f h f p f b p b v f o s t f c w w w w
u e s k p p s n p w c f o s t f c w w w w
d t s k n e x b p g v s o f t f c p w g w
p t k w y p k n e e v k o s f f c b w p p
d t s n n e f b p e y s o y t f c n w p g
l t k w f p x n e n v s o y f a w y n p p
l t k w f p f n e n v k o s f f c b w w w
d e k h f p x b l g v k o y f f c h w p p
d t s k n e x b p e y s o f t f c u w w w
d e k h f p x b l g y k o y f f c g w n p
u e s k n e x n p n y s o s f f c w w w w
d t s k n e x b p g v s o f t f c n w w g
d t s k n e f b p g v s o f t f c n w p p
u t s h m p x n f r y k o g t f w o w w b
g e s k l e x b p w n k o f t f c r w w w
d t s w y p f n e n v k o s f f c b w w p
g e s w n e b b p g v s t f f f c g w w w
u t f h f p x b p b s f o s t f c h w w w
w e s w n e f b e p c s t s t f c w w e w
d t s k n e x b p e v s o f t f c n w g g
p t s w s p k n e n v k o y f f c b w w p
l t s w y p c n e n v k o s f a c b w p p
d t s k n e f b p n y s o y t f c p w w w
g t f n n p f b e g a s o s f f w k w w w
l e s n n e b b p n v s o s f a c y w w o
l e s o n p b b p n c s o s f f w y w p o
d t s k n e x b p g v s o y t f c w w p w
d t s k n e x b p g v s o y t f c p w g p
g e k h f p x b p b v s o s t f c p w b w
p e k h f p x b l g v k o f f f c p w w n
w e s w n e f b e e c s t s t f c w w w w
d e s n c p x n p p s s o s f f w p w w g
g e s w n e k b e g n k t s f f w y w w w
l e s y n e f b p n v s o s f f w n n o o
l t k w f p x n e e v k o s f f c b w p w
d t k w s p k n e n v k o s f f c b w p p
d e k h n e f n f u v f o y f f c h w p w
g t f h f p f b l y s s o y f f c g w w b
d t k w s p k n e n v k o y f f c b w p w
p e k h f p x b l y y k o y f f c h w p n
d e k h f p f b l g y k o f f f c p w w b
d t s w f p k n e e y f o y f f w b w p w
d e k h n e x n e n v f o s f f c b w w p
g e s w n e k b e w a s t f f f w k w w w
p t s w s p f n e n v k o y f f c b w p p
g e s n a e x b p n y y o f t f c n w w w
d t s k n e f b p e v s o f t f c u w w w
g t s k n e x b e g s f o f f f w h w w w
g e k h f p f b l g y k o y f f c g w n p
d e s h f p x b l y v k o y f f c g w w b
w e s w n e f b e e c s t s t f c w w w w
d t s n n e f b p e v s o y t f c n w w g
d t s k n p f b p g y k o y t f c w w w w
p e k h f p f b l y v k o f f f c h w p n
u t f h f p x b p w s s o s t f c w w w w
d t s n n e x b p e y s o f t f c p w p w
u e s k p p s n p w s f o s t f c p w w w
p e k h f p x b l g y k o f f f c p w b b
d t s k n e x b p e y s o y t f c w w w g
u e s n p p s n p w s s o s t f c w w w w
p t s w s p f n e n v k o s f f c b w p w
d t s k n e x b p g v s o y t f c n w w w
l e s o n e k b p w v s o g f f w w n o o
d t s n n e x n f r y f o f t f c k w g w
d t s w f p x n e n v s o s f f c b w w p
d e k h f p f b l g v k o y f f c p w b n
g e k w n e x b e w s s t s t f w y w w w
u e s n n e x n p n y s o s f f c p w w w
g e s n p p x n p n s s o g t f c k w w w
d t s n n e f b p e y s o f t f c w w p g
m e s n a e b b p w n s o s t f c w w w w
d t s n n e f b p g v s o f t f c u w g p
g t f k n e f b p g a s o s t f w h w w w
g t s k n e f b e g a s o f f f w h w w w
l t k w f p x n e e v k o s f f c b o g n
d e k w m p x b n c c y o y f f c r w b c
p e k h f p f b l y v k o f f f c p w w b
g e s n a e x b p y n s o s t f c k w w w
p t s w f p k n e n v k o y f f c b w w p
d e k w n e x n e n v f o f f f c w w o p
g t f k n e x b p g s y o y t f w n w w w
w e s w n e k b e n c s t s t f c w w e e
d t s n n e f b p e v s o y t f c p w w p
p e s w n e x b p g v s o s t f c y w w w
g e s n a e f b p y n s o y t f c k w w w
u t s h f p x b p w v s o s t f c w w w w
d t s n n e x b p e y s o f t f c w w w p
d t s n n e x b p e v s o f t f c n w g p
m e s k l e b b p y v k o f t f c g w w w
d t s k n e x b p e v s o y t f c p w w w
d e k h f p x b l g v k o f f f c p w w b
l t k w f p x n e n v k o y f a w b w w p
p t s w y p f n e e v s o s f f c b w w p
g e k h f p f b l y v k o y f f c h w p n
d t s k n e x b p g y s o f t f c w w w w
g t f k n e b b p w s y o y f f w g w w w
p t s w y p f n e n v k o y f f c b w p p
d t s w s p k n e e v k o s f f c b w p w
l e s b n e k b p n c s o s f f w n w w o
p t k w s p k n e n v k o y f f c b w w w
d e k h f p f b l g v k o y f f c g w p p
d t s k n e x b p n y s o f t f c n w g g
g t f k n e x b e w s s o s f f w n w w w
d e k h n e f n f w y f o y f f w p w w w
g e k h f p x b l g y k o y f f c g w n b
g e k w n e k b p p a y t s f f c g w w w
g e s n l e x b p y s k o f t f c o w w w
d e k h f p x b l g v k o y f f c p w b p
l t k w f p x n e n v k o s f f c b w p p
m e s n l e b b p y s s o y t f c n w w w
g t f h f p x b l g s y o f t f c p w w n
d t s n n e f b p e y s o f t f c w w g g
m e s r n p b b p w v s t s t f c g w w w
g t s n n e x b e n a f o f f f w n w w w
d e k w m p k b n c s s o f f f c g w c c
g e k h f p x b l g v k o y f f c g w n b
d e k h f p x b l g v k o f f f c h w w n
w e s w n e f b e b c s t f t f c b w e w
d t s k n e x b p e v s o f t f c n w g g
p t s w f p x n e n y y o y f f c b w p p
d e k h f p f b l y y k o y f f c p w b b
d e k w n e x n f r y f o y f f w h w g w
p t s w y p k n e e v k o y f f c b w w w
m e s k a e x b p y s s o y t f c k w w w
g t f n n e x b e n n k o s f f w h w w w
l t k w f p f n e e v s o s f f c b w w w
l e s o n e b b p n v s o s f f w n o o o
p t s w y p f n e n v k o y f f c b w p w
g t f k n e x b e w n s o s f f c k w w w
d e s k c p f n p p v s o s f f w u w w g
l t s w s p f n e n v s o y f f c b w p p
g t s n n e x b p w s y o s f f w g w w w
m e s k l e x b p w s s o y t f c k w w w
p t s w y p k n e n v s o s f f c b w p p
l e s n n e x b p n v s o s f a c n o o o
u t s h f p x b p b v s o s t f c h w w w
g t f k n e f b e w s s o y f f w y w w w
g e k h f p f b l y y k o y f f c g w b n
d t s n a e x n p y v s o s t f w u w g p
p e s k a e x n f c y y o f f f c g w w w
d t s n n e f b p n y s o y t f c p w g w
p e s n a e x b p y y y o y t f c p w w w
d e k h f p f b l y v k o y f f c p w n p
p t s w s p k n e e v k o y f f c b w w p
g t s h f p x b l y y k o f t f w g w w b
g e s n a e x b p n y y o y t f c w w w w
g t f k n e f b p w s s o y f f w n w w w
d t s n n e x b p n y s o y t f c w w w w
g e k h f p x b l g v k o y f f c g w p b
m e s k a e b b p y n s o s t f c n w w w
g t f h f p f b p b y f o s t f c g w w w
d t s k n e x b p g y s o f t f c p w p g
l t k w y p x n e e v k o y f a c b w p w
g t s n n e x b p g s s o f f f w w w w w
d t s n n e x b p n v s o f t f c w w w p
d t s k n e f b p e y y o y t f c u w w w
d t s k n e x b p g y s o f t f c w w w p
g t s n n e f b p g a f o f f f w y w w w
g t f k n p x b e n n y o y f f c u w w w
g e k h f p x b l y y k o f f f c g w p p
u t f h f p x b p b s s o s t f c h w w w
g t s k n e f b p w s s o f f f w u w w w
d t s n n e x b p e v s o y t f c w w p g
g e k h f p x b l y y k o y f f c p w n n
g t s h f p f b l g y k o y f f w p w w b
m e s k l e b b p y s s o y t f c n w w w
g e k h f p x b l y y k o f f f c g w p n
g e s w n e x b e n s f t g f f w u w w w
p e k h f p x b l y v k o f f f c h w n b
l t s w s p f n e n v k o y f f c b w p w
d t s k n e x b p g y s o y t f c w w w p
u e s k n e s n p n y s o f f f c p w w w
d t s n n e f b p n y s o f t f c p w p p
p t k w f p x n e n v s o y f f c b w b w
l t s w f p f n e e v s o y f f c y w w p
d e s k c p f n p g s s o g f f w o w w w
d e k h f p f b l y y k o y f f c p w w p
d t s n n e f b p e y s o f t f c n w p w
g t s h f p x b l y v k o y t f c p w w p
w e s w n e k b e b c s t s t f c e w w w
u e s k p p x n p n s f o g t f c p w w w
u e s n n e f n p n y s o s f f c h w w w
w e s w n e x b e e c s t y t f c e w w w
d t s n n e x b p g y s o y t f c w w w g
p e k h f p f b l y v k o y f f c p w p b
d t s k n e x b p g v s o f t f c w w w w
p t k w s p f n e n v s o y f f c b w w w
d e k h f p x b l y y k o y f f c p w n n
d t s n n e x b p e y s o y t f c n w p p
d t s k n e x b p g v s o y t f c p w g p
d t s k n e f b p g v s o f t f c n w p w
m e s n l e b b p w s s o s t f c n w w w
g t s n n e f b p w s y o f f f w y w w w
d t s n n e x b p e v s o y t f c p w g w
p e k h f p f b l y v k o f f f c h w n b
g t s k n e f b p g s s o f f f w p w w w
l t k w y p f n e n v s o s f f c b w w w
g t s k n e b b p g a y o y t f w p w w w
d e k h f p x b l y v k o f f f c p w b b
d t s k n e x b p g v s o f t f c n w w p
w e s w n e f b e b c s t s t f c e w w e
d t s n l e x n p w v s o s t f w p w w w
g t f n n e x b e n s f o f f f w k w w w
g t s k n e f b p b a k o f t f w u w w w
d t s w y p x n e e v k o s f f c b w p p
g e s w n e s b e w s s t s f f w w w w w
l t s w f p k n e n v s o s f f c b n e w
u e s n p p x n p n v s o f t f c g w w w
d e k w n e f b p n y s o f f f c p w o p
d t s n n e f b p n v s o y t f c w w w w
m e s n l e b b p w s s o s t f c n w w w
l t s w y p f n e e v s o y f f c b w w w
d e s k c p f n p w s s o f f f w p w p w
g t s n n e x b p b n s o s t f w h w w w
d t s k n e x b p g v s o f t f c n o e p
g e k h f p x b l g v k o y f f c h w p b
l t k w s p k n e e v k o y f a c b w w w
p e k h f p f b l y v k o f f f c p w n n
d e k h f p x b l g v k o y f f c p w p n
d e k h f p x b l g y k o f f f c g w b n
g t f h f p x b l g v k o y t f c h w w b
d t k w s p k n e n v s o y f f c b w w p
p t k w y p k n e e v s o s f f c b w p w
d t s k n e x b p n v s o y t f c p w p g
g e k w n p x b e w a f t g f f w g w b w
p t k w s p x n e n v k o y f f c b w p p
d e k h f p x b l g y k o y f f c p w p b
p e k h f p f b l y v k o f f f c p w n n
u e s n n e x n p g y s o f f f c k w w w
d t s k n e f b p n y s o y t f c n w g p
u e s n p p f n p w s f o f t f c n w w w
p t k w y p k n e e v s o y f f c b w p w
g t f k n e s b e w n y o g f f w y w w w
p t s w f p f n e n v s o y f f c b w w p
d e s n c p f n p p s s o s f f c p w w p
g t f k n p x b e w a y o g f f w e w w w
g e s n a e f b p y s y o y t f c p w w w
w e s w n e x b e p c s t s t f c e w w e
p t s w f p x n e e v s o y f f w b w p w
d t s w s p f n e e v k o s f f c b w w w
d t s w f p k n e e y s o s f f w b w w w
d t k w f p x n e e v s n g f f c u w b w
d e s n c p f n p g s s o s f f c g w p g
g t f h f p x b p w v f o s t f c h w w w
d t s w f p x n e n v s o y f f c b w w w
d t s k n e x b p n v s o f t f c u w w p
m e s r n p f b f c v y t f f f c r w w b
g t f k n p x b p g s s o s f f w h w w w
g e k h f p f b l g v k o f f f c h w p n
d t s n n e x b p e y s o y t f c w w p p
d t s k n e x b p g y s o f t f c p w w g
d e s k c p f n p g v s o f f f w g w w w
g e s n l e f b p y n k o f t f c p w w w
d t s n n e f b p n v s o f t f c n w p p
u e s n n e f n p g v s o f f f c k w w w
g t s n n e f b e g a s o f f f w n w w w
g e k h f p f b l g v k o y f f c g w b b
u t s h f p x b p g v s o s t f c w w w w
g e k h f p f b l g v k o f f f c g w p n
g e k h f p f b l y s y o y f f w h w b b
p t k w s p x n e n v s o s f f c b w n w
g e k h f p x b p w y k o f f f c k w n w
l t s w f p x n e n v k o s f a c b w p w
g t f n n e f b e n v k o y f f c o w w w
l t k w y p x n e n v s o y f f c b o n w
g t f k n e f b e w a f o s f f w k w w w
g t s k n e x b e g s f o f f f w k w w w
d t k w y p k n e n v s o y f f c w w p w
l t k w y p f n e n v s o s f f c b w p w
d t s k n e x b p g v s o y t f c w w p p
d e k h f p x b l g v k o f f f c h w n b
d t s w f p k n e n v k o s f f c b w p w
p e k h f p x b l y y k o y f f c g w w b
g e s w n e k b p w s s t y f f w g w w w
g t s h f p x b l g v k o f f f c h w w n
g e s n p p f n p w v s o s t f c n w w w
p t s w s p x n e n v s t s f f c o w p p
g e s n p p x n p w s s o y t f c k w w w
g e s k a e b b p y s s o y t f c k w w w
g e k h f p x b l g v k o f f f c h w b n
d t s n n e x b p n y y o y t f c u w g p
d t k w y p f n e e v s o y f f c b w p w
d t s n l e x n p y v s o f t f w p w w p
d t s w s p k n e n v s o s f f c b w w p
l t k w s p f n e e v k o y f f c b w p w
d t s k n e f b p e v s o y t f c u w g p
p t k w s p f n e n v s o y f f c b w p p
p t k w f p k n e e y k o y f f c b w n p
d e k h f p f b l g v k o f f f c h w p n
d t s w s p f n e e v s o s f f c b w p w
d e k w n e k b p e v s o y f f c p w c w
p e k h f p x b l y v k o y f f c h w n b
g e s n l e f b p y n s o y t f c p w w w
g t s k n e x b p g n s o s f f w n w w w
p t k w f p x n e e v k o s f f c b w n p
d e k w n e f n e n v k o s f f c b w p y
w e s w n e x b e p c s t s t f c e w w w
l t s w f p k n e e v s o s f a w b w p p
g t f n n e b b e w a s o s f f w h w w w
l t s b n e x b p n v s o s f f w n w w o
l t s w f p f n e n v k o s f f c b n e w
u t s h f p f b p g s s o s t f c w w w w
p e s k a e x b p n s y o y t f c n w w w
g e k h f p x b l g y k o y f f c h w b n
g e s k l e f b p w s k o s t f c h w w w
g t s k n e x b p g a k o f f f w e w w w
l t k w y p k n e e v s o y f f c b w w w
d t s k n e f b p n v s o f t f c p w w g
d t s w s p f n e e v k o y f f w b w w w
d t s u a e f n p y v s o s t f w n w w p
d t s n n e f b p g y s o f t f c n w p w
d t s k n e f b p e v s o y t f c w w g p
m e s n l e b b p y n s o s t f c k n p w
g e k h f p x b l y y k o y f f c h w b b
d t s n n e x b p e y s o y t f c p w g w
g e s k p p f n p n v s o s t f c h w w w
g e s n a e x b p y s s o y t f c w w w w
d t k w f p f n e e y k o s f f c b w n w
g t f n n e x b e w s s o s f f w h w w w
p t k w f p x n e e v k o s f f c b w w w
d t s u l e f n p y v s o f t f w n w p p
d t s k n e x b p g y s o f t f c p w w p
p e s n a e f b p n y s o g t f c e w w w
u e s n p p x n p w v f o y t f c p w w w
d t k w y p f n e e v k o y f f c b w c p
u e s k n e s n p g v s o f f f c k w w w
m e s k a e b b p w n s o y t f c w w w w
d t s n n e f b p n y s o y t f c w w g w
p e k h f p f b l y v k o y f f c h w n n
m e s r m p b n f p c f t y f f w e w w p
l t k w f p k n e n v k o y f a c b o c w
l e s b n e k b p n v s o s f f w o o o o
d t s k n e x b p g v s o y t f c n w w p
d e k h n e f n e n v s o y f f c w w b p
g t f n n e f b p g a s o f t f w u w w w
p t s w y p x n e e v k o s f f c b w p w
d t s k n p f b p g v s o y t f c u w w w
g e k w n e x b e g a s t f t f w e w w w
m e s k a e x b p y n s o y t f w w w w w
u e s k n e s n p n v s o f f f c k w w w
p t k w s p k n e e v k o s f f c b w b w
d t s n n e x b p e y s o y t f c w w g p
g e s n p p x n p n v s o y t f c w w w w
g t s k n e x b p g a y o g f f w y w w w
g e s k l e b b p y n s o s t f c h w w w
d e s h f p x b l y y k o y f f c h w w n
g e s n l e b b p y n s o y t f c g w w w
g e k h f p x b l y y k o f f f c p w n b
p e k h f p x b l g y k o y f f c p w n n
u t f h f p f b p w v s o s t f c p w w w
d t s n n e x b p g v s o f t f c p w p p
d e s n c p f n p g v s o f f f c n w w w
l e s n n e b b p n c s o s f f w n w w o
m e s n l e x b p y n s o s t f c g w w w
l e f w n e k n e n v f o y f f w b n b p
d e k h f p x b l y y k o f f f c p w n b
g t f k n e f b e g a s o f f f w h w w w
p t k w f p f n e e y k o s f f c b w n p
d t s k n e f b p e v s o f t f c w w p g
d t s k n e x b p g v s o y t f c p w p w
d t s k n e f b p g v s o y t f c p w w w
g e s k l e x b p y s s o y t f c w w w w
d t s n n e x b p g v s o f t f c n w g p
p e k h f p x b l g v k o y f f c h w w n
g e s r n e b b e w a f t s t f w o w w w
d e k h f p f b l y v k o f f f c h w p p
g t s n n e x b e g s s o s f f w n w w w
d t s w f p f n e e v s o y f f c b w w y
p t k w f p f n e n v s o y f f c b w w w
l t k w s p x n e e v k o s f f c b w p n
